sample_key,gold_answer,reasoner_correct_qwen_nopc,final_correct_qwen_nopc,final_answer_qwen_nopc,reasoner_correct_qwen_wpc,final_correct_qwen_wpc,final_answer_qwen_wpc
qa_9080,D,1,1,D,1,1,D
qa_9084,A,1,1,A,1,1,A
qa_9089,A,1,1,A,1,1,A
qa_9092,C,1,1,C,1,1,C
qa_9095,B,1,1,B,1,1,B
qa_9100,D,1,1,D,1,1,D
qa_9101,B,1,1,B,1,1,B
qa_9102,B,1,1,B,1,1,B
qa_9107,D,1,1,D,1,1,D
qa_9123,C,1,1,C,1,1,C
qa_9124,C,1,1,C,1,1,C
qa_9126,A,1,1,A,1,1,A
qa_9127,B,1,1,B,1,1,B
qa_9128,C,1,1,C,1,1,C
qa_9138,B,1,1,B,1,1,B
qa_9142,C,1,1,C,1,1,C
qa_9144,B,1,1,B,1,1,B
qa_9146,A,1,1,A,1,1,A
qa_9148,A,1,1,A,1,1,A
qa_9149,A,1,1,A,1,1,A
qa_9150,D,1,1,D,1,1,D
qa_9155,A,1,1,A,1,1,A
qa_9161,C,1,1,C,1,1,C
qa_9166,C,1,1,C,1,1,C
qa_9167,D,1,1,D,1,1,D
qa_9174,D,1,1,D,1,1,D
qa_9175,A,1,1,A,1,1,A
qa_9179,B,0,0,D,0,0,D
qa_9187,D,1,1,D,1,1,D
qa_9188,C,1,1,C,1,1,C
qa_9194,C,1,1,C,1,1,C
qa_9200,B,1,1,B,1,1,B
qa_9201,D,1,1,D,1,1,D
qa_9207,C,1,1,C,1,1,C
qa_9211,A,1,1,A,1,1,A
qa_9220,C,1,1,C,1,1,C
qa_9222,C,1,1,C,1,1,C
qa_9224,D,1,0,A,1,1,D
qa_9226,B,0,1,B,0,1,B
qa_924,A,1,1,A,1,1,A
qa_9243,D,1,1,D,1,1,D
qa_9252,B,1,1,B,1,1,B
qa_9255,C,1,1,C,1,1,C
qa_9261,C,1,1,C,1,1,C
qa_9263,A,1,1,A,1,1,A
qa_9267,B,1,1,B,1,1,B
qa_9271,D,1,1,D,1,1,D
qa_9275,A,1,1,A,1,1,A
qa_9277,B,1,1,B,1,1,B
qa_9280,A,1,1,A,1,1,A
qa_9283,A,1,1,A,1,1,A
qa_93,A,0,0,E,0,0,E
qa_9305,B,1,1,B,1,1,B
qa_9308,B,1,1,B,1,1,B
qa_9311,D,1,1,D,1,1,D
qa_9312,D,1,1,D,1,1,D
qa_9314,A,0,0,B,0,1,A
qa_9315,D,1,1,D,1,1,D
qa_9317,C,1,1,C,1,1,C
qa_9319,A,1,1,A,1,1,A
qa_9320,A,0,0,C,0,0,C
qa_9321,A,1,1,A,1,1,A
qa_9329,C,1,1,C,1,1,C
qa_9350,B,1,1,B,1,1,B
qa_9358,B,1,1,B,1,1,B
qa_9364,B,1,1,B,1,1,B
qa_9366,B,1,1,B,1,1,B
qa_9367,C,1,1,C,1,1,C
qa_9380,A,1,1,A,1,1,A
qa_9389,C,0,1,C,0,1,C
qa_9391,C,1,1,C,1,1,C
qa_9405,C,1,1,C,1,1,C
qa_941,E,1,1,E,1,1,E
qa_9423,C,1,1,C,1,1,C
qa_9428,D,0,0,B,0,0,B
qa_9433,A,1,1,A,1,1,A
qa_9436,C,1,1,C,1,1,C
qa_9438,A,1,1,A,1,1,A
qa_9439,D,1,1,D,1,1,D
qa_9447,C,1,1,C,1,1,C
qa_9450,C,1,1,C,1,1,C
qa_9457,A,1,1,A,1,1,A
qa_946,D,1,1,D,1,1,D
qa_9467,A,1,1,A,1,1,A
qa_9468,C,1,1,C,1,1,C
qa_9479,A,1,1,A,1,1,A
qa_9486,A,1,1,A,1,1,A
qa_9487,A,1,1,A,1,1,A
qa_9490,B,0,0,A,0,0,A
qa_9491,B,1,1,B,1,1,B
qa_9503,C,1,1,C,1,1,C
qa_9507,B,1,1,B,1,1,B
qa_9508,B,0,0,C,0,0,C
qa_9514,B,1,1,B,1,1,B
qa_9515,B,1,1,B,1,1,B
qa_9529,A,1,1,A,1,1,A
qa_9531,D,1,1,D,1,1,D
qa_9535,D,1,1,D,1,1,D
qa_9539,C,1,1,C,1,1,C
qa_9542,D,0,1,D,0,1,D
qa_9548,A,1,1,A,1,1,A
qa_9553,B,1,1,B,1,1,B
qa_9563,C,1,1,C,1,1,C
qa_9567,A,0,0,C,0,0,C
qa_9568,A,1,1,A,1,1,A
qa_9573,C,1,1,C,1,1,C
qa_9575,B,1,1,B,1,1,B
qa_9577,C,1,1,C,1,1,C
qa_9593,C,1,1,C,1,1,C
qa_9613,B,1,1,B,1,1,B
qa_9644,A,1,1,A,1,1,A
qa_9752,A,1,1,A,1,1,A
qa_9763,A,0,0,B,0,0,B
qa_9777,A,1,1,A,1,1,A
qa_9884,B,1,1,B,1,1,B
qa_9928,A,1,1,A,1,1,A
qa_9940,A,0,0,B,0,0,B
